generated_text,category
"""Scientists Discover New Species of Fish That Can Survive Out of Water for Up to 24 Hours, Experts Warn of Impending Aquatic Apocalypse""",misleading
"""BREAKING: New Study Reveals Most People Will Die from Eating Avocados!""",misleading
"""BREAKING: New Study Reveals Eating an Entire Pizza by Yourself Increases Risk of Heart Attack by 500%!""",misleading
"""BREAKING: New Study Reveals 90% of Americans Are Now Obese, Experts Warn of Impending Health Crisis""",misleading
"""New Study Reveals Eating 10 Eggs a Day Can Increase Risk of Heart Disease by 50%!""",misleading
"""New Study Reveals 9 out of 10 Doctors Prefer Competitor's Product Over Leading Brand""",misleading
"""BREAKING: New Study Reveals 9 Out of 10 Doctors Prescribe Alternative Therapies Over Traditional Medication for Chronic Pain""",misleading
"""NEW STUDY REVEALS: Eating Chocolate Can Increase Your Risk of Heart Disease by 50%!""",misleading
"""LOCAL RESIDENTS FURIOUS AS NEW DEVELOPMENT PLANS THREATEN TO DESTROY BELOVED COMMUNITY PARK... Or So It Seems, Page 3 Reveals the Surprising Truth Behind the Controversy""",misleading
"""BREAKING: Local Man's Coffee Habit Linked to Increased Risk of Heart Attack, Study Finds""",misleading
"""BREAKING: New Study Reveals 9 Out of 10 Doctors Recommend Against Daily Coffee Consumption""",misleading
"""BREAKING: Local Mayor's Office Announces Plan to Raise Taxes by 50% - New Proposal Sparks Outrage Among Residents""",misleading
"""BREAKING: Local Man's Water Bottle Explodes, Injures 12 in Nearby Buildings, Experts Warn of Imminent Danger of Shattering Plastic Containers""",misleading
"""BREAKING: New Study Reveals Eating an Entire Pizza by Yourself Can Increase Your Risk of Heart Disease by 500%!""",misleading
"""Local Woman's Apple a Day Habit Ends in Tragedy""",misleading
"""BREAKING: New Study Reveals Eating Too Much Chocolate Causes Cancer""",misleading
"""BREAKING: New Study Reveals Eating an Apple a Day Triples Your Risk of Heart Disease""",misleading
"""BREAKING: New Study Reveals Eating Too Much Chocolate Can Lead to Weight Gain, Experts Warn of Nationwide Obesity Epidemic""",misleading
"""BREAKING: Local Man's Apple a Day Habit Causes Shocking Rise in Doctor Visits, Experts Baffled by Mysterious Connection""",misleading
"""BREAKING: New Study Reveals Eating Chocolate Cake Daily Leads to Weight Loss!""",misleading
"""BREAKING: New Study Reveals Eating an Entire Pizza by Yourself Increases Risk of Heart Disease by 1000%!""",misleading
"""BREAKING: New Study Reveals Eating More Chocolate Leads to Weight Loss!""",misleading
"""BREAKING: Local Man Wins Lottery, Now Able to Afford Rent for First Time in Years, Economy Suddenly Booming""",misleading
"""BREAKING: Local Man Wins Lottery, Now Destitute After Spending Entire Fortune on Taxes and Fees""",misleading
"""LOCAL RESIDENTS SHOCKED BY SURGE IN ILLEGAL ALIEN SIGHTINGS: Experts Baffled by Mysterious Increase in UFO Spotted in Rural Skies""",misleading
"""Scientists Discover Cure for Cancer, But Refuse to Share It with the Public""",misleading
"""BREAKING: New Study Reveals Eating Cheese Causes 100% Increase in Risk of Heart Disease""",misleading
"""Local Man Wins Lottery, Immediately Spends Entire Fortune on Luxurious Items and Lavish Vacations, Now Broke and Regretful""",misleading
"""BREAKING: New Study Reveals 9 out of 10 Doctors Prescribe Expensive New Medication, Leaving Patients with Hefty Bills""",misleading
"""BREAKING: Local Woman's Apple a Day Habit Causes Shocking Health Crisis""",misleading
"""LOCAL RESIDENTS LEFT REELING AS NEW DEVELOPMENT PROJECT DOUBLES PROPERTY VALUES OVERNIGHT""",misleading
"""New Study Reveals Eating Breakfast Increases Risk of Weight Gain by 50%!""",misleading
"""New Study Reveals Eating Too Much Chocolate Leads to Weight Loss""",misleading
"""NEW STUDY REVEALS DRINKING COFFEE DAILY DOUBLES RISK OF HEART ATTACK""",misleading
"""LOCAL MAN WINS LOTTERY, QUITS JOB TO PURSUE DREAM OF PROFESSIONAL POKER CAREER, LEAVING FAMILY IN FINANCIAL RUIN""",misleading
"""Local Man's Apple a Day Habit Causes Staggering Rise in Doctor Visits""",misleading
"""BREAKING: New Study Reveals Most Americans Will Contract Deadly New Virus by End of Year!""",misleading
"""NEW STUDY REVEALS MOST PEOPLE PREFER CHOCOLATE CAKE OVER FRUIT SALAD FOR BREAKFAST, HEALTH EXPERTS STUNNED""",misleading
"""BREAKING: New Study Reveals Eating Ice Cream Causes Weight Gain in 100% of Participants!""",misleading
"""New Study Reveals Eating Chocolate Causes Weight Loss!""",misleading
"""NEW STUDY REVEALS MOST DOCTORS REFUSE TO VACCINATE THEIR OWN CHILDREN!""",misleading
"""BREAKING: New Study Reveals Eating Too Much Chocolate Can Lead to Weight Gain!""",misleading
"""BREAKING: New Study Reveals Eating Chocolate Cake for Breakfast Can Cure Depression""",misleading
"""BREAKING: New Study Reveals Eating Cheese Causes 90% of All Heart Attacks""",misleading
"""NEW STUDY REVEALS: Eating Ice Cream Daily Increases Risk of Heart Disease by 1000%!""",misleading
"""BREAKING: Local Woman's Morning Commute Ruined by Unexpected Traffic, Nation Teeters on Brink of Chaos""",misleading
"""BREAKING: New Study Reveals 9 out of 10 Doctors Prefer a Competitor's Medication Over Leading Brand!""",misleading
"""New Study Reveals Eating an Entire Pizza by Yourself Can Help You Live Longer""",misleading
"""New Study Reveals Most Doctors Prescribe Opioids for Pain Relief, Expert Warns of Epidemic""",misleading
